review,sentiment
"This movie is a farce! Names are grossly mispronounced and the plot is twisted and gnarled into something unrecognizable by any literature enthusiast. And they have the gall to give Beowulf a ridiculous cannon/crossbow weapon. Beowulf doesn't need a weapon like that! In the poem, he rips off Grendel's arm with his bare hands! And I can't believe that the scriptwriters did such a thing. The way Grendel is portrayed is impressive however. That and the cast are the only positive points of the feature. My English teacher would go insane if she saw this abomination. Unless you are a die-hard fan of the epic poem \Beowulf,\"" avoid this film at all costs. And even then, I wouldn't recommend it.""",0
"The truth is that a film based on a Harold Robbins novel is not going to win any awards. This is no exception. \The Lonely Lady\"" is a pure B picture in budget, cast and execution. Technically, it looks like a made-for-tv film. The acting is very uneven. Joseph Cali is especially terrible. Anthony Holland is an embarrassment. As one reviewer said of a certain Katherine Hepburn performance, her range goes from A to B. Ms Zedora manages to get to G. The rest of the cast is solid (and wasted in their respective roles). Lloyd Bochner and Bibi Besch deserved better. Still, the whole thing can be a great deal of fun in a trashy sort of way. As befits Robbins, everything revolves around sex and nudity. If you're looking for some fun...and you're not too sober...this could be for you.""",0
"When I rented this movie, I had very low expectations......but when I saw it, I realized that the movie was less (a lot less) than what I expected. The actors were bad (the doctor's wife was one of the worst), the story was so stupid...it could work for a Disney movie (except for the murders), but this one is not a comedy, it is a laughable masterpiece of stupidity. The title is well chosen except for one thing: they could add stupid movie after Dead Husbands! I give it 0 and a half out of 5.",0
"The late 30s and early 40s were a golden age for adventure movies, what with the rise in budgets during the economic recovery, the changes to screen entertainment since the production code became enforced and the general carefree optimism of the times. While most of these were rip-roaring swashbucklers about the wild, superhuman and often frankly misogynistic exploits of heartthrobs like Errol Flynn and Tyrone Power, Gunga Din is very different in its focus, scope and tone.&lt;br /&gt;&lt;br /&gt;Part of Gunga Din's secret is the division of labour in its writing team. The original story is by Ben Hecht and Charles MacArthur, two of the most skilled and celebrated writers of Hollywood's golden age. However the actual screenplay was the work of Joel Sayre and Fred Guiol, both of whom, Guiol especially, had a background in comedy. What we get from these four is a plot that is well-balanced and engaging, yet also cleverly spiced up with comical touches. Most of the adventure flicks of this time were at least partly comedies, usually featuring one or two comic-relief supporting players, but they didn't use laughs in the way Gunga Din does. Here, all the main characters are capable of being objects or originators of jokes. We see the sinister menace of the bad guys suddenly diffused as the scene dissolves into a light-hearted brawl. The first main battle scene is an even-handed blend of action and gags, in the style of the silent swashbucklers of Douglas Fairbanks, Sr., something which the Flynn and Power vehicles largely failed to replicate. Towards the middle of Gunga Din the action must necessarily take a break and there are lots of talky scenes for the sake of the plot. However the continual forays into comedy  such as the spiked punch routine  make this \slow\"" portion bearable.&lt;br /&gt;&lt;br /&gt;Producer-director George Stevens was a natural when it came to this sort of thing, himself having cut his teeth at the Hal Roach studios, and almost exclusively having directed comedy up to this point. This was his first full-on action feature, and he does a startlingly good job. In particular his use of moving point-of-view shots make the battle scenes extra exhilarating. He also brings something you seldom see in action pictures of this era  a sense of real dread and fear. He sets this up with those stark and foreboding mountains dominating many of the shots and dwarfing the characters. The portrayal of the abandoned village and the Thuggee cultists cry of \""Kali!\"" is genuinely haunting. This dimension of fear plays into all the other emotions that are at work here, causing us to worry for these likable characters, and making the comedy a greater relief of tension.&lt;br /&gt;&lt;br /&gt;A real touch of genius is in the way the eponymous hero is introduced to the audience. We are made aware of Din visually, as he is prominent in a number of scenes before any of the characters actually address him or verbally refer to him. Because of this, we are given the impression that Din is not an important figure within the regiment, but he quickly becomes a notable character to us, and crucially a sympathetic one, as we see him risking his life and giving water to dying men.&lt;br /&gt;&lt;br /&gt;But the best efforts of writers and directors are all for nought without a capable cast. Fear not, for Gunga Din has a top-notch one! Victor McLaglan and Cary Grant were ideally suited to the material, since their best roles were generally found somewhere on the spectrum between drama and comedy. Grant in particular is at his best, largely believable but just occasionally breaking into that over-the-top whooping and capering that was his trademark. Douglas Fairbanks, Jr. is not quite up to the standard of his heavyweight companions, but he is by no means bad. And of course there is Sam Jaffe, cursed by his looks to forever play these wizened little oddballs, but who else could play them with such dignity and humanity? I have not set out to bash the swashbuckling adventures of Errol Flynn and Tyrone Power, and indeed many of their pictures are absolute classics that I love absolutely. But Gunga Din does things that even the best of those swashbucklers could never achieve. Not only does it dispense with the dashing male lead or the clichéd defiant damsel, it successfully merges the action genre with comedy and poignancy, in a way that few pictures have done before or since. And that's fabulous.""",1
"I'll admit that I don't expect much from a Roger Corman film. Generally, I expect a lot of walking and bad scripts. Yet in this case, I am pleasantly surprised.&lt;br /&gt;&lt;br /&gt;The Gunslinger is a story of a woman (played by the spunky Beverly Garland) who takes over as sheriff after her husband is brutally murdered. Ms. Garland is a pretty good shot herself, killing one of the murderers the next day at her husband's funeral. Her first task is to shut down the local bar that is violating the town curfew. The bar's owner is trying to buy land in anticipation of being bought out by the (hoped-for) railroad. However, Ms. Garland is a thorn in her plans, and the bar matron hires a man to kill Ms. Garland.&lt;br /&gt;&lt;br /&gt;Because of Ms. Garland's plays her role honestly and realistically, there is absolutely no temptation to go to Suzanne Somers \She's the Sheriff\"" jokes. With the exception of a couple of faux pas (the apartment door that opens OUT from the inside, jeep tracks, and the two horsemen waiting on screen for their cue to ride around a corner), the movie becomes quite passable as movie fare. However, Corman could not resist padding his film with horse riding scenes, much like he does walking in other films.&lt;br /&gt;&lt;br /&gt;Sterno says The Gunslinger is a horse opera worth your time.""",0
"This game is amazing. Really, you should get it if you don't have it. Although it is ancient now it was amazing when it came out. I believe that this game will always be a classic. It's just as good a Super Mario World or so. When I was young, my friend and I would sit and play this game for hours trying to beat it which we eventually did. It's not nearly as advanced as Super Mario Galaxy, but if you are a fellow Mario fan it is essential. It's fun entertaining and challenging. Everything you could want out of a fantasy game except for good graphics, (well it did come out in 1996.) ROCK ON 4EVA MARIO LUIGI AND YOSHI!!! Nintendo is the best!",1
"A simple and effective film about what life is all about, responding to challenges. It took a lot of gall for Homer and his friends to be able to grow into manhood without falling in the trap of a prefabricated future that runs from father to son, to be a miner in the local mine and never get out of that fate. It took also three different challenges for Homer and his friends to conquer a personal and free future. The challenge of the first ever man-made artificial satellite, Sputnik 1, a Soviet satellite, a milestone in human history, a turning point that Homer and his friends could not miss, did not want to miss. Then the challenge of science and applied mechanics to calculate and to devise a rocket from scratch or rather from what they could gather in books and order in their minds. Finally the challenge of a world that resists and refuses and tries to force you back into the pack, even with an untimely accident that forces you to get back into the pack for plain survival necessity, and even then Homer proved he had the guts to accept the challenge that was blocking for a while his own plans and dreams. But there is another side of the story that the film does not emphasize enough. Homer is the carrier of the project but he is also the carrier of the inspiration he and his friends need. If he is the one who is going to get the university scholarship, because his friends gave him precedence, his friends will also be able to get on their own roads and tracks and step out of the mining fate, thanks to the energy his inspiring example sets in front of their eyes. It is hard at times not to follow the example of the one who is like a beacon on a difficult road. But the film is also effective to show how the father resisted this dream because for him science was not the fabric of a true man, like mining or football. The working class fate that was so present in those 1950s and 1960s and still is present in some areas is too often enforced by the traditional thinking of the father. If the mother does not have the courage to speak up one day, the working class fate I am speaking of becomes a tremendous trap. Here too the film is effective and it should make some parents think. This might have been the fourth challenge Homer had to face: the challenge of taking a road that was not the one pointed at and programmed by his own father.&lt;br /&gt;&lt;br /&gt;Dr Jacques COULARDEAU, University Paris Dauphine &amp; University Paris 1 Pantheon Sorbonne",1
"First off, I would like to point out that the reason why I gave this movie 1 star out of 10 is because there is no option to give it NO stars! it really is that bad! I was never eager to see this film after I saw the ads for it, I ended up seeing it only by chance because some friends of mine had tickets and had one spare so I tagged along. Before seeing it I had a fairly good idea that it wouldn't be genius - the premise seemed far too silly and stupid for anything good to come out of it, but at the back of my mind I was thinking \but there must be something good about it for UMA THURMAN and Luke Wilson do to the film...\"" not that I think either of them are particularly terrific but they are big-named stars who would normally only do films that would enhance their reputations. However, about 10-20 minutes into the feature I realized that the movie was probably worse than I had at first anticipated. I was shocked at how terrible the script was. It really gave the actors NOTHING to work with, so much so that they really looked like they didn't know what they were doing (especially Luke Wilson). The story was completely predictable - if you've seen the ad then you've pretty much seen the movie! And there was nothing original about it - it pretty much borrows from every 'super-hero' story that has ever been which would be acceptable had the film been set up as a satire of that genre, but alas it wasn't. The direction seemed to be of realism. I got the feeling that the director wanted the film to feel completely realistic and not satire at all, and yet there were some moments in the film that were so unbelievably unrealistic that it would have worked if it were a satire. At one moment in the movie two of the characters seem to die and one of the surviving characters has a line like \""Oh well, she's dead...time to move on\"" and he says it in such a droll voice that it completely didn't make any sense. I found myself checking my watch after about 40 minutes to see how much longer I would have to sit through it. And then it struck me...I began to think \""I wonder if the studio have made this picture as a test to see if they can make the worst possible movie ever made, and still pull a large audience...\"" I couldn't think of any other reason why this film would be made. For movies to be made these days, the script goes to a massive screening process and very very few scripts actually make it to the production stage...I can't comprehend how this one got past the first draft stage... By the end, and exceedingly, dumb-founding-Ly stupid climax, I was laughing heartily - just not at what the film-makers wanted me to laugh at, but instead at how ridiculous and stupid the movie was. Thank God I didn't have to pay money to see it...because that would have really annoyed me!!! Oh, and could I just add, that of the two Wilson brothers, I have always preferred Luke because I think he is a better, more versatile actor...but if he wants to step even further into OWEN's shadow then this is exactly the way to do it...I doubt that he will get many more job offers after this crappy waste of 2 hours!!! and remember, it only got a generous 1/10 because I couldn't select 0!""",0
"Usually, I know after the first minute of a movie if I will hate it or adore it... but now, I was wrong.&lt;br /&gt;&lt;br /&gt;The start was great; the \this is based on a true story\"" and blah blah blah thing was funny. After, the cartoons and the description of the guys' life with pictures made me think I had made the right choice.&lt;br /&gt;&lt;br /&gt;Then, seeing the hilarious fake look of Toronto was cool. Also, the situation and appearance of the house seemed to confirm my first idea.&lt;br /&gt;&lt;br /&gt;That was maybe the first 10 minutes of the movie... which afterwards looked like an eternity.&lt;br /&gt;&lt;br /&gt;Maybe that's just me not understanding English Canadian humour (that's possible, English Canadians also do not always understand Quebecois humour), but hey... there was enough stuff in that for a short movie, *nothing* more. Maybe that could be a meaning for the title? Anyway, almost everything was filling, and very few things were even close to funny in my opinion.&lt;br /&gt;&lt;br /&gt;As a matter of fact, the \""making of\"" was better than the movie. At least you understand the motivation behind that which made everything bad. The potential of the idea was great; that's why I rented the movie, being interested in the \""annoying people disappearance\"" thing. But yet, I did not know the whole universe would vanish, and with it even a point to the movie.&lt;br /&gt;&lt;br /&gt;If you are English Canadian, it seems you could appreciate the local humour, considering the surprising number of people who gave this movie an 8. Otherwise, just think twice before losing your precious time...""",0
"Tony Goldwyn is a good actor who evidently is trying his hand at directing. \A Walk on the Moon\"" appears to have borrowed from other, better made films. The present story takes place in the late sixties at a summer resort for working class Jews not far from Woodstock. The screen treatment by Pamela Gray doesn't have much going for it, so it's a puzzle why Mr. Goldwyn decided to tackle this film as his first attempt at direction.&lt;br /&gt;&lt;br /&gt;The Kantrowitz family is spending some time at the resort. We see them arrive at the small bungalow that is going to be their temporary home. Marty, the father, comes only for the week-end; he works in what appears to be a family small appliance business repairing television sets, mostly. In a few days the first man will walk in space, so the excitement is evident.&lt;br /&gt;&lt;br /&gt;The Kantrowitz women are left behind. Pearl, Marty's wife and her mother-in-law, Lilian, spend idle days in the place until the \""blouse salesman\"" arrives. Pearl goes browsing and she finds much more than a shmatte; she gets the salesman as well. It appears that Pearl and Marty have no sexual life at all. After two children, Pearl, who appears to be sexy and with a high libido is ready for some extra marital fun.&lt;br /&gt;&lt;br /&gt;That is the basic premise for the film, which becomes a soap opera when the young daughter, Alison, decides to play hooky and go to the Woodstock festival nearby where, horror of horrors, she witnesses her own mom making out with the blouse salesman! What's a girl to do? Well, stay tuned for the grand finale when all the parties are happily reunited by the little son's bedside when he is stung by wasps and the salesman comes to apply some home remedy, and daddy is called from the city, after knowing about Pearl's betrayal with the younger stud.&lt;br /&gt;&lt;br /&gt;Poor Diane Lane, she went to make \""Unfaithful\"" later on, which is the upscale version of this dud. Viggo Mortensen is the salesman who caters to his lonely female customers whispering little somethings in their ears! Liev Schreiber as Marty, the cuckolded husband, doesn't have much to do. Anna Paquin plays the rebellious Alison and Tovah Feldshuh is the unhappy Nana, who would like to have stayed in the city watching her soap operas instead of witnessing first hand one that is playing in her own backyard!&lt;br /&gt;&lt;br /&gt;Watch it at your risk, or pop the DVD in the telly when you have a fun crowd at home and you really want to have a laugh, or two dishing the film.""",0
"Imagine that you could have anything you wanted, go anywhere you wished, be anything you'd ever dreamed of being - through thought alone. Now imagine yourself sharing this gift with the love of your life. What would you do? Would such powers be worth your soul? This is the dilemma presented to Captain Christopher Pike in \The Cage\"" the now-legendary pilot episode of the original Star Trek series. Famously deemed \""too cerebral\"" and \""too cold\"" by NBC brass and rejected, \""The Cage\"" was nevertheless the most ambitious and costly pilot ever made in the history of the network at the time, and Gene Roddenberry did not want to let all that effort and expense go to waste, with the result being this truly classic Star Trek episode, which embeds \""The Cage\"" into a frame story which deepens and extends the emotional and philosophical depth of this haunting tale, a landmark in TV history and one of the first truly serious sci-fi stories ever filmed for the small screen...Star Date 3012: The USS Enterprise diverts to Starbase 11 after Mr. Spock receives an urgent message from the former commander of the Enterprise. Surprisingly, the message cannot be from Captain Pike after all, as he is now confined to a wheelchair, mute and horribly disfigured after a tragic accident. Kirk and Starbase commanding officer Commodore Mendez attempt to get to the bottom of the mystery, but before the matter can be cleared up, Spock - for reasons as yet unknown - commits an act of open mutiny, kidnapping the helpless Captain Pike and hijacking the Enterprise via a brilliantly thought-out and timed plan aided by a few Vulcan nerve pinches. Soon, the Enterprise is headed for the remote, forbidden planet of Talos IV. Mendez informs Kirk that Talos IV is under interdiction, and any contact with the planet by Starfleet vessels or personnel carries an immediate death sentence, meaning that Spock appears to be deliberately destroying himself, and Kirk as well, given that the Captain will be held responsible for the ship's activities. Appalled, Kirk and Mendez give chase in a shuttlecraft, which itself becomes dangerous when the Enterprise refuses to answer their calls or pick up the craft until power and oxygen are nearly gone. Spock - knowing that Kirk must be the one following the ship - is of course unable to consign the Captain to certain death. After ordering the craft to be retrieved and the occupants beamed aboard, Spock reveals what he has done to McCoy and demands to be arrested, after having set the starship on an irreversible course to Talos IV. Upon reassuming command, Kirk demands an explanation, whereupon Spock requests immediate court martial by a tribunal of Starfleet commanding officers - of whom there are three on board - Mendez, Kirk, and the crippled invalid Captain Pike. Spock's encyclopedic knowledge of Starfleet regulations enables him to manipulate the tribunal into allowing him to present otherwise inadmissible evidence. Spock presents video recordings of the only contact ever made between the Federation and the inhabitants of Talos IV - a journey taken 13 years earlier by the Enterprise itself under Pike's command. Kirk expresses doubts about the authenticity of the video due to its extreme detail, but the reality of the events depicted is confirmed by Pike himself, who turns out to have been lured to Talos IV by a distress call from the alleged survivors of a Federation research vessel which crashed there 18 years previously. Among the survivors is Vina, a stunning beauty said to have been born just before the disaster. Pike is attracted to the girl and allows her to lure him to an isolated spot, whereupon he is waylaid and captured by the Talosians, a race of androgynous humanoids with enormous cranial capacity and the power to transform thoughts into virtual reality. After Pike's capture, the rest of the \""survivors\"" vanish as none of them really existed except Vina. The episode ends when the tribunal learns that Spock's \""evidence\"" is in fact being transmitted to the Enterprise directly from Talos IV, in violation of Starfleet regulations. Starfleet orders an immediate halt to the transmissions, and we wonder what will happen next...To be continued in a review of \""The Menagerie: Part II\""!""",1
"Ernst Lubitsch's contribution to the American cinema is enormous. His legacy is an outstanding group of movies that will live forever, as is the case with \The Shop Around the Corner\"". This film has been remade into other less distinguished movies and a musical play, without the charm or elegance of Mr. Lubitsch's own, and definite version.&lt;br /&gt;&lt;br /&gt;Margaret Sullavan and James Stewart worked in several films together. Their characters in this movie stand out as an example of how to be in a movie without almost appearing to be acting at all. Both stars are delightful as the pen pals that don't know of one another, but who fate had them working together in the same shop in Budapest.&lt;br /&gt;&lt;br /&gt;The reason why these classic films worked so well is the amazing supporting casts the studios put together in picture after picture. In here, we have the wonderful Frank Morgan, playing the owner of the shop. Also, we see Joseph Schildkraut, Felix Bressart, William Tracy and Charles Smith, among others, doing impressive work in making us believe that yes, they are in Budapest.&lt;br /&gt;&lt;br /&gt;That is why these films will live forever!""",1
"This is just short of a full blown gore fest based on a Stephen King story. Two tabloid reporters, one seasoned(Miguel Ferrer)and one not so accomplished(Julie Entwisle), begin to believe that a serial killer(Michael H. Moss) may actually be a vampire. Stranger than odd is this modern day blood sucker does not wing his way naturally, but by way of a black Cessna he seeks his victims. The gore actually gets gruesome as the film nears its stupid finale. Keep in mind that Mr. King had nothing to do with this film. I do admit it is a bit scary in the wee hours of the night.",0
"I occasionally see some of this show because my wife watches it sometimes. I try to enjoy it for it's basic idea which is helping a needy family, but several factors get in the way for me. Every episode follows the same format where many parts seem totally scripted (which they are) and tears flow seemingly on cue. The attempt to manipulate the viewer with a mixture of emotional breakdowns and sad music is a real turn off for me. The fact that everyone who donates something to the house, be it Sears or whoever, has to plug themselves for being generous is also annoying. Probably the biggest problem I have with it all is that what must be huge amounts of money and a small army of workers are combined to build an amazingly over the top home for a single family. Now I know that this amount of money is nothing but a drop in the bucket for Disney/ABC but how much more could be done for more people with the amount they are putting on one house? Instead of focusing on one family and getting them all to cry during the episode why not help 10 families and show highlights? Isn't life difficult enough for the average person? Why do I need help finding things to feel sad about, why not show something truly inspiring without being manipulative? I know what is being done for these families is good, but they are also being used for ratings. You can't tell me they aren't being coached sometimes on the crying. I guess when I see these people moving into a home that most hard working people in the U.S. could not afford for their children it really bothers me. I can't help but think of what could really be done with a small portion of Disney's money. Instead of giving each member of the family a flat screen TV and or personal shower that tells you the water temperature and shoots out of the ceiling why not help more people afford food, clothes, education and medical insurance? I know so we can be entertained and have a good cry. In terms of money, I feel the same about Oprah. I don't think anyone can actually conceive the amount of money she possesses. Yes her recent reality show did good things, but when she gave $30,000 to each losing \contestant\"" I'm sitting here thinking...that's a years salary for many, many people...if they're lucky. Don't get me started on game shows. So I realize that Extreme Makeover Home Edition is \""doing good\"", but forgive me if I see it as more self serving than giving of itself. Is there anyone out there that feels similar?""",0
"Lloyd Bridges as Mike Nelson and his boat were all the stars of this series. What made it so good to me when I watched it was the real feel of going underwater. The show exhibits a youthful energy energy for exploration under water which is infectious.&lt;br /&gt;&lt;br /&gt;The show was educational as well showing the viewer things about scuba diving from someone who appeared to be a consummate pro, Mike Nelson. There were excellent shows, and the program always appeared to be well produced. Granted, the drama in the scripts sometimes hit the same notes in more than 1 episode but each show holds it's own with any other show produced during this era, the infancy of American television.",1
"One of the best comedians ever. I've seen this show about 10 times and will probably watch it at least 100 more. My friends and family quote from this DVD so often, you'd think we did nothing other than watch it. The beginning part about Alcatraz is a little bit slow, but either wade through it or zip on through to the part where Eddie is on stage. Watch for the \Cake or Death\"" part (Joking about the Church of England) and the \""Hitler/Pol Pot\"" part (Hard to explain, just watch it). The best part of the show may be Eddie's facial expressions. He can really say a lot with his eyes. (Mascara, eyeliner, and eyeshadow probably help, huh?) Fair warning: Eddie does have a tendency to throw a lot of four-letter words in.""",1
"If you are under 13 or above 13 and pretty intoxicated, you'll enjoy D-war. If you are a seriously dedicated fan of all kinds of brainless action films, you'll enjoy D-war. Otherwise, don't bother! I saw the movie today with my nephews and 3 of their friends. They really loved it and that made me feel good. After the movie was over, all the kids(my nephews and their friends)could not stop thanking me for taking them to the theater.&lt;br /&gt;&lt;br /&gt;The CG is good. Acting and directing are horrible. Storyline is extremely simple. But, since the half of the audience was kids, they were screaming, shouting and cheering every time the dragons appeared on the screen. This made the viewing experience far more exciting than it should have been.&lt;br /&gt;&lt;br /&gt;It's a good movie to take your kids to, but except for the final battle sequence, D-War is disappointing. I give this film 7 out of 10 mainly because the kids loved it so much.",1
"I saw this movie when it first came out. It was an official selection for the Temecula Valley International Film Festival and I voted for it for best picture.&lt;br /&gt;&lt;br /&gt;Justine Priestley is hot as the psychotic, but complex Amanda. This is not your ordinary psycho movie. Lots of interesting and original slants on the genre. Sort of a \Fatal Attraction\"" for the younger set with some great blues music mixed in as the object of Amanda's affection is married to an up and coming blues singer who has less time for her husband as her career takes off.&lt;br /&gt;&lt;br /&gt;""",1
"After seeing Arthur on TV numerous times I laughed so hard Dudley Moore's role as Arthur a happy go luck drunken millionaire was hysterical but John Gielgud as his servant/ father figure Hobson was equally charming. I bought the DVD a few weeks ago and watched it, despite the passage of nearly 27 years it's still as enjoyable as it ever was Liza Minnelli's role as the love interest was fascinating the chemistry between the two was magic.&lt;br /&gt;&lt;br /&gt;Arthur Bach, (Moore) is a spoiled drunken millionaire who has a bar bill that reads like the national debt he has no desire to grow up and enjoys acting like a child. His activities are supervised by his dry English butler Hobson (Gielgud) it appears that nobody really cares about Arthur except for him, Arthur's father (Barbour) offers an ultimatum if he doesn't marry the dreadful blonde socialite Susan Johnson (Eikenberry) in four weeks he'll cut off his son's inheritance of 750 million dollars.&lt;br /&gt;&lt;br /&gt;However Arthur meets and falls in love with Linda Marolla (Minnelli)a young working class waitress and tie thief,now he faces a difficult decision marry for love or money. When Hobson dies Arthur finally grows up and breaks it off with Susan before the wedding, leaving him to keep both the money and his true love.&lt;br /&gt;&lt;br /&gt;Arthur is a truly enchanting romantic comedy for for everyone",1
"Two women, sick of their controlling husbands, taking a vacation in Italy for a month with two other very different women.They come back refreshed and energized in this wonderful little film by Merchant - Ivory.&lt;br /&gt;&lt;br /&gt;Great scenery and the location isn't bad either. Seriously, a very good period piece 7 of 10",1
"I really liked ZB1. Really, I did. I have no problem with extremely low-budget movies, and I have enjoyed movies with worse production values than ZB3 (if you can imagine such a thing. check out 'wiseguys vs. zombies,' if you're interested). Indeed, I prefer lower budget zombie films, because I am suspicious that Hollywood directors do not understand what zombies are 'about.'&lt;br /&gt;&lt;br /&gt;But ZB3 was just so bad. It was retarded. I don't want to bother being dignified in my criticism. I want my 90 minutes back, etc. Except that it really only took ~80 minutes, because partway through I put it into 1.4X fast forward.&lt;br /&gt;&lt;br /&gt;Okay, here's some criticism.&lt;br /&gt;&lt;br /&gt;1. The pacing was TERRIBLE. Everyone talked in monologues. Even when someone just had a single line, the camera work and the editing and the insertion of a bunch of F-bombs into every sentence made the line FEEL like a monologue. At first I was excited about the 90 minute running time compared to ZB1's 70 minutes, but there were actually fewer 'events' in ZB3. It's all talking.&lt;br /&gt;&lt;br /&gt;2. The gore effects got stupider. Just glop rubbed around on people's tummies.&lt;br /&gt;&lt;br /&gt;3. Despite the epic exposition, there really wasn't a plot. And the exposition is indeed epic! I won't spoil it, if you're going to watch it. (Don't watch it.) But then, it's just a bunch of lame characters walking around and bickering for ~80 minutes. or fewer, if you so choose.",0
"For a long time i haven't seen so beautiful animated feature. Having healthy respect for Pixar, i must say that Ratatouille or any other movie made by 'em can not be compared to this. Animators have created an incredibly beautiful world here. The graphics is amazing, the background surroundings are mind-blowing, almost every object in every frame is drawn perfectly. Sometimes i felt tingles down my spine - so much i loved what i've seen.&lt;br /&gt;&lt;br /&gt;The plot is absolutely romantic. As romantic as the animated film plot can possibly be. The characters are lovable, especially Hector, the blue rabbit, he owns, pawns, rocks and rules! The other char-s are very nice also. The humor is top-notch.&lt;br /&gt;&lt;br /&gt;Generally it seemed that creators didn't invest much effort into this. I mean it looked like it didn't take em too much in difference from people of Pixar&amp;Dreamworks who try hard every time to think on something new. And i'm very glad that a product of European animation studio turned out to be SO great. They've made a magnificent, touching movie, a candy for eye and heart.&lt;br /&gt;&lt;br /&gt;The only minus is stupid beginning and that's why it's 9of10 not 10/10",1
"This movie has some things that are pretty amazing. First, it is supposed to be based on a true story. That, in itself, is amazing that multiple tornadoes would hit the same town at night in the fall-in Nebraska. I wonder if the real town's name was close to \Blainsworth\"" (which is the town's name in the movie). There is an Ainsworth, Nebraska, but there is also a town that starts with Blains-something.&lt;br /&gt;&lt;br /&gt;It does show the slowest moving tornadoes on record in the the seen where the boys are in the house. On the other hand, the scene where the TV goes fuzzy is based in fact. Before Doppler radar and weather radio, we were taught that if you turned your TV to a particular channel (not on cable) and tuned the brightness just right, you could tell if there was a tornado coming. The problem was that by then you would be able to hear it. &lt;br /&gt;&lt;br /&gt;Since I know something about midwest tornadoes, it made this movie fun for me. I enjoy it more than Twister. I mean, give me a break-there is no way you could make it through and F5 by chaining yourself to a pipe in a well house.""",1
"OK, I am blessed. I have seen two very strong stage productions, the one in New York with the original cast, and another at the San Diego Rep (Rosina Reynolds and Monique Gaffney, you rock!). Compared to either of these the movie is almost unwatchable. I've been plodding through the DVD for the past two evenings and am still not finished. Way too much extraneous dialog, and waaay too many added scenes and people. Yes, the four major performances are quite good, esp. Ms. Streep's. But comparing stage to film is definitely an example of \less is more.\"" The thickening of the play to satisfy film-goers' need for scenic variety and specificity was a poor choice. Please, please, please go find a stage production somewhere near you.""",0
"Stewart Kane (Gabriel Byrne, VANITY FAIR) heads out with his local Jindabyne, Australia fishing buddies for a weekend of rest, recreation, and relaxation. But when Stewart discovers an aboriginal woman's body floating face-down in a river, things appear to have turned out for the worst. The largest casualty of the weekend is the men's commonsense. They don't hike out of the ravine, and instead finish their fishing weekend with some great catches. Then they head out and report the body.&lt;br /&gt;&lt;br /&gt;The town and the men's lives quickly turn into a mess. The local media swarms them, and accusations of aboriginal prejudices rear up from the local natives. Stewart's wife Claire (Laura Linney, THE EXORCISM OF EMILY ROSE) senses the deeper meanings of what her husband and his friends did, but has to battle with it through her own mental illness.&lt;br /&gt;&lt;br /&gt;Amidst all this chaos is the life that was this young woman who is now a media spectacle, splayed out on a morgue slab. Her murder and subsequent dumping into the water are symbolic of what lay beneath the town of Jindabyne: a division of men and women, black and white, social and outcast.&lt;br /&gt;&lt;br /&gt;The only other people who seem to understand some of what is going on are two young kids: Stewart and Claire's son who is being led around by a half-breed Aussie who's mother was killed also just a few years before. The young girl lives with her grandparents and is trying to let go of her mother the best way she can, and the discovery of a new body seems  strangely enough  a method in which to accomplish this (again, the underlying current of Jindabyne is surmised).&lt;br /&gt;&lt;br /&gt;Everything and everyone in this Jindabyne township feels what lurks beneath its surface, yet none of them are willing to dive into the murky waters and take a look around (the symbolism here is seen when a nearby lake that is used for recreation and swimming is said to contain the old town of Jindabyne under its surface). None, that is, until Claire forces them to.&lt;br /&gt;&lt;br /&gt;The movie is interesting if a bit too convoluted. There are far too many story lines that needed exploring and it just doesn't get done; too many loose threads. The acting was okay, but the filming was terrible. Wobbly cameras, grainy or dark shots, and just a generalized sloppiness hurt the overall production.&lt;br /&gt;&lt;br /&gt;I enjoy symbolic films, NORTHFORK being one of my all-time favorites in that vein. But Jindabyne needed to peak its head above the turbid water so that it could see its own problems, which simply didn't happen.",0
