1,Buyer Beware!!,"I ordered the cake topper June 27, 2010. I was given an estimated shipping date of July 1-7, 2010. Those dates came & went with no cake topper. I contacted the seller twice with no response. I filed a claim with Amazon. I did end up receiving a cake topper on July 16, 2010; however, it's not even the one I ordered! The seller did refund my money, but has never contacted me or apologized for the mishap. I will never buy anything from the seller again. I looked at the seller's feedback & I'm not the only person they have done wrong, so buyer beware!!"
1,Ariel Litte Mermaid with pearl kit,Arrived very quickly and it is a cute topper however I wouldn't have bought it if they didn't provide instructions!!!! I should have listened to the other reviews.... If you are hoping to get more than the topper DO NOT BUY THIS!! So annoyed I have this Ariel and have no idea how to decorate the cake.
1,No instructions included - do not trust seller,"Promised with this item are ""Complete Instructions"" and the additional pledge that ""Sweet Graces will email you with the Supply List and Instruction sheets on purchase - so you can be ready ahead of time!"" I received none of this - only a plastic figurine and bracelet. To boot, Amazon claims they can do nothing to help me contact the seller. All I got was a phone number for the manufacturer. Let's hope that yields some results. Meanwhile, I'm wishing I had listened to previous feedback about this unreliable seller :/"
2,Why is SOULWAX ignored by critics & consumers alike?!,"I just don't get it - SOULWAX has been around since the 90s, when they released their ""rock"" debut (on the now defunct Almo Sounds), chock full of should-have-been radio hits, and then when while they got some attention for their ""2 Many DJs"" mash-up/remix bootlegs, when they return to a full-fledged band, as with last year's ANY MINUTE NOW, critcs & consumers alike barely took notice of that album's amazing writing, production, and sheer electro-rock power. Hopefully, ""Nite Versions"" (a cheeky title recalling when 80s bands like Duran Duran used to release ""Nite Version"" on 12"" of singles for clubs) will garner more sales and attention for SOULWAX - the songs practically leap out of the speakers to grab your neck and turn you head and make you move. Can't wait to hear what they do TIGA on his upcoming ""Sexor"" debut...?"
2,OMG Soulwax owns,"wow - this is like the most amazing album ever. Every track so rocks...specially1) E-talking2) NyLipps3) I love Techo.great job guysMusicChoice played their whole album this Saturday night..and I was jamming to it the whole time going ""wow"".one more thing, if you're not into House/Techno/electronic then you don't want none of this, cause you won't feel it."
1,"Slow dull ""classical"" 1980's style movie","2 stars of 5 for this slow dull ""classical"" 1980's style movie. This movie has a young Jason Bateman in the lead. Very very very slow and dull with a few moments of bad 1980's style music. To our relief the background music (which is very annoying) is kept to a minimum. Though it attempts to be an action/suspense movie, it achieves neither. I'd suggest skipping this movie."
2,Thank you for Releasing it!!!!!,"I loved this movie as a kid and I am so happy the powers that be have decided to release it finally! If you want to see a great 80's movie, this is it!"
1,Very Not Worth Your Time,The book was wriiten very horribly. I would never in my life recommend such a book. The stories lacked any mystery to them and did not leave me wanting to figure out who the culprit was. The only good thing was that none of the stories took up ten or twelve pages.
2,Very fun and educational,"Trains, shapes and pegs - a winning combination, guaranteed to make both the child and the parent happy. Good starter puzzle for the 1 yr old range."
1,Ludicrous and silly,"I remember getting this book so faintly that that says alot about my opinion of it. Basically, while I will entertain lots of odd ideas and theories, this book was basically silly."
2,Artistry,"I think that the Deodato concerts are very rich, as he used real strings and band musicians, as well as you can appreciate the John Tropea excelent renditions on guitar."
1,Caution!,"These tracks are not the ""original"" versions but are re-recorded versions. So, whether the tracks are ""remastered"" or not is irrelevant."
2,textbook,Book shipped quickly and was in excellent condition as stated. Easy transaction would buy again
2,a great book for Historical romance lovers,"This is an engaging a count of life of Tess a girl who at a young age washed up on the shore of the Isle of May. With no memory of the life before then, she stays with the old caretakers of the isle. After the caretakers are dead a young man, Colin Macpherson washes up on shore. Colin takes Tess back with her to his castle where he helps her uncover her past. They are opposites,but you know what they say opposites attract. This book is just one of many in the Avon True Romance series. I have read every book in the series and I know that if you like this book you love the rest. This is a great book for girls about 10 to 16 because it is still a romance novel, but not what you call a trashy romance novel. It is a great novel fokr those who are just getting into romance novels."
2,YES!!!,"When I got this book, I wasn't expecting much, but man was I wrong! I loved this book! Now I may not usually be tied in by a man with long blond hair wearing a kilt, but the authors really made Colin into this enchanting Highlander. Tess is a very soft heroine. While she sometimes seems too guillible, I have to remember that it is part of the story. This is one of my favorite books in the series."
1,Not the best in the series,"Tess Lindsay is content to be the sole occupant of a remote island but when Colin Macpherson washes ashore her life of solitude gets shaken up. Tess had always been told to fear strange men but she reluctantly strikes up a friendship with Colin. Soon Tess discovers that she has a family she had forgotten about but will she have the courage to leave the island and start a new life?The beginning of this book is very amusing and the end is decent too but the middle is a big problem. The plot loses much of it's believability mostly due to the poor characterization. All of the new characters that are introduced are one sided and their behavior lacks reason. Even Tess and Colin's development is side tracked in much the same way and their relationship seems awkward and forced. The writing does improve towards the end but it's not enough to save the book. Unless you have your heart set on reading all of the books in the series, skip this one."
1,ADDONICS PORTABLE CD DRIVE - I am disappointed in its performance,"I am disappointed in its performance. It seems underpowered and is constantly trying to read CDs, half the time unsuccessfully. I am going to try to return it to Amazon."
1,Too Uncomfortable and Too Big,"These pants were way too big (looked about 2 sizes larger), and they were incredibly stiff. They would have been very uncomfortable for my daughter to wear all day."
2,Very authentic,"This is my first encounter with Yoruba and I have to say that CDs are really helping. However, the book is very short and not particular about certain aspects and details of grammar and other nuances - for someone who NEVER spoke Yoruba and doesn't have anybody to ask for a clue, it leaves a lot of questions unanswered - for this, however, there are hopefully other Yoruba textbooks.On the brighter note, I would like to add that the book does a very good job in giving a little insight on Yoruba people and Yoruba culture in general. I would recommend it as a good start book for anyone who wants to learn Yoruba - you can't go wrong with it."
1,Not the best,"I agree, the CDs are a much needed help, since it would be impossible to pronnounce the Yoruba tones without the help of a native speaker. However, the design of the book is really poor and confusing. I have found several spealling mistakes in English and Yoruba. And the grammar explanations are very hard to understand.Unfortunately there are not many Teach Yourself Yoruba books that are worth it. This one at least provides basic vocabulary and pronounciation skills."
1,Doesn't Fit,"I ordered this DashMat for a specific vehicle, it was not the correct mat. I returned the original one and they sent me an exact duplicate of the wrong mat. I can't seem to get the correct one and therefore it sits in a box!!!!!!"
2,You need a good memory,I play this with my grandchildren. It teaches us both the value of a good memory and is challenging for all. You sometimes miss the most obvious. Lots of fun--tic tac toe with a twist!
2,Kelly Club Pet Parade at HIT!! My Daughter Loves IT!!,"My 4 year old daughter LOVES this game. She sings the ""Strike Up The Band and Clap Your Hands for Kelly's Pet Parade!"" song around the house. She can dress the Kelly kids, ""train"" each pet (teach the pony to jump, etc.), clean and get the animals ready for the parade (paint the elephant's toe nails, etc.), and decorate the floats...all by herself. She'll get everything ready (showing me everything she has accomplished along the way) and then we'll watch her special parade. A wonderfully cute game that I highly recommend.She can mostly do the entire game on her own. I have it installed on a laptop so she is actually using the inset mouse and can still do the game. The only one she has a tough time with is the Polar Bear catching fish game. It's tricky to move your finger on the mouse pad and click at the same time to catch the fish. It would be much easier using a regular mouse."
2,Loads of fun!,My 6-year old and 5-year old both really enjoy this game. Has lots to do with several different animals to prepare for the parade. You get to design a float and it just endless fun! Graphics and animation are very colorful and cute. It's a winner!
1,easy and fun for 3-4yr olds,fun easy game if you can keep it from freezing. I've reinstalled it and done everything I know to do to correct the issue. It's a shame my 4yr old really likes it.
2,Hours of Fun for my 4 and 6 year olds,"We purchased this game a year ago and my girls still love to play it. Lot's of activities, they love to decorate the floats and watch the parade."
2,slip on 2 1/2 in. heel shoes,i am completely satisfied in the manner my order was delivered.the shoes are just as awesome as the advertisement showed them to be.
2,DDR is cooool!,"This cd is really great.BUT ITS NOT A GAME!they're not long versons though, only 90 odd seconds each.If that Claire, also from the UK (who was disappointed with the cd) wants to get in touch, i know where you can get games with the songs you want.I'm assuming you're after all the cool songs from euromix.If so, they are on 2nd and 3rd mix games from japan.but there are also US versions available too."
2,Amazing,i have ordered this cd of here but it will take abit to get to me as i live in England. But i have danced and sang along to it at the arcades ive been to and i think its great if you love to dance. My favorite songs are what a feeling and in the navey!! i also like captain jack but i love them all..
1,I got fooled...,"I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. However, my favourite are Keep on moving, make a Jam, and Video Killed the Radio star. But it gets a bit pedantic if you keep playing on these tracks. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!"
1,I got fooled...,"I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!"
2,MORE THAN LETTERS...,"I admit that I bought this album for the title track alone. After all, had that been the only good track on this CD I still would have felt that it was worth my money.But the title track is just the beginning for this fine country offering by John Michael Montgomery. I found myself listening to and enjoying every track on LETTERS FROM HOME. Montgomery's smoother-than-silk voice is one of the finest in country music today and his straight-forward approach to his music comes through in every note. You won't want to miss this one.THE HORSEMAN"
2,Worth the wait!,"JMM has never released a bad album. Many would say this is a comeback album but every couple of years he releases an album with great hits. For some reason, radio hasn't played some of his great songs from his latest albums. ""Goes Good With Beer"" and ""Little Devil"" would be great singles to spice up country radio. ""Letters From Home"" deserves to be single of the year and ""Cool"" is not far behind. The more I listen to the album, the more I love it."
1,letters from home,i like letters from home cuz it tells a story that if you really listen you can acctually hear john michael montgomery tell his story of soldiers and all that stuffi liked it and i like punk rock and rock so it must be good if i like it
2,no good,I gave it 5 stars because my little dog had so much fun riping it apart but only took him 24 hrs to do it buy that is 23 hrs longer than other balls
2,ESTE LIBRO CONTIENE TODO,"LO QUE PENSE QUE NO ME INTERESABA SABER SOBRE EL BOX Y SUS CAMPEONES...PERO ME CAUTIVO Y LO LEI HASTA EL FINAL !AHORA SI PUEDO DISCUTIR DE BOX CON MI ESPOSO Y MIS CUADOS...Y HASTA CON MI SUEGRO, QUE ES EX BOXEADOR !"
2,Oh!,"This cereal is so sweet....yet so good for you! One taste=ADDICTION!!!! I just tried this cereal out of curiousity and I was hooked! It is an excellent breakfast choice, or just any time to eat! Especially as breakfast because you will crave more honey taste and you won't be hungry later {probably because of how much you'd eat} and it is actually sweeter and better than Honey Bunches of Oats. Cap'n Crunch Berries is an option, but this splendid cereal is SO FILLED WITH A HONEY-FILLED TASTE! I have not tried much better tasting cereal than this! Oh!"
2,Delicious and Addictive,"This cereal is great because it tastes so good. You just crave it. But a word of warning: read the label. Last time my husband and I looked, it had saturated fat! All the other cereals in our cabinet did not... hmmmm. Another reviewer noticed this problem too!Also, Amazon's price of $23 is outrageous. It is between $1.99 to $2.50 in our stores."
2,Oh where Oh where have my Oh's gone?,"I was really distraught to go to my local Walmart and see that they stopped carrying my favorite cereal. But as was elated to find that ""the site who has everything including a church"" made it available to me by the 6-pack. Oh's is an amazing cereal. The one thing i dont like is the box is so small. I get maybe 3 bowls out of the entire box:-(."
2,One of a kind book for timber frame building.,My husband loves this book. He said he has learned so much and that this was the best book to learn how to build a timber frame house by.
1,no technical information,this book is a great over view of the joints used in building but has no information on beam spans or loads to actually build a building
2,Hanford Mills museum,My friend is a master carpenter and he saw this book at a recent trip to Hanford Mills museum.He is an avid reader and loved the book so much that I am inclined to read it as well!! Enjoy.
1,you will not be able to buils a timber frame house,This book vaguely breezed across history and went into various types of timber structures. The mortise and tenon joints that were illustrated were fascinating but not practical for a home builder.
2,Outstanding guidebook for building your own timberframe home,"My wife and I built a hybrid timber frame home using this book as a guide. Although we have construction skills, this book was invaluable in guiding us through the process. We can't wait to build another. We highly recommend this book to anyone considering a timber frame house."
1,"Excellent book, very poor e-book editing","Yet another example of an superb book done a serious disservice by e-book publishers.Multiple spelling errors, improperly placed figures & captions, whole sections of the book written in CAPS for some reason.If you are looking for an excellent reference on traditional timber framing, look no further, but please pick up the print version instead of the e-book."
2,A very good how-to manual.,"If you are expecting a book full of glossy sharp pictures, this is not the one to buy.A lot of drawings and BW pictures that inform what they need to. This is a very good manual for those who want to venture in a timber frame project."
1,"Poor instructions, but once you figure it out... kinda cool","These wraps were not doing anything when we placed them in ""hot"" water. We searched the internet and found others having the same problem. The instructions are very poor. First off, you need to dip in boiling water (or at least some temperature level above what I would call hot). Second, the instructions don't describe what should happen, should the image shrink around the egg, transfer to it -- what?Needless to say, it was frustrating for a minute or two, but my wife - who is very intelligent and great in the kitchen - immediately thought, ""well... hot water wouldn't do much to change the properties of the plastic, so let's try boiling water - nothing to lose.""Should be more explicit in the instructions. (We were using the star wars version of this product)."
2,Great Graphics!,2006 Coast to Coast for PC is great! The graphics are awesome... The game is what I had hoped for and a lot more!!
1,Dont run out to get Outrun unless your from 1985,"Outrun was the biggest disappointment of my holidays.If you've just come home from a life in 1985 you might enjoy this. I read the reviews before buying but it didn't sink in what Arcade style meant. I am an addicted follower of Colin MacRea rally and thought to race a ferrari across the US would be cool. I was wrong. The games is to car racing what space invaders is to ""Battlefield"". The landscape moves instead of the car and you have these idiotic stages like impress your girlfriend with how many slides you can do. Total rubbish. Not anyones fault but mine, but I live in Ireland and got it shipped through Florida so it is a costly mistake."
2,My Henry,"I had Henry back in the 70's. I don't remember him with a nose since it was chewed off, but he was well loved. He's long gone and I thought I was the only one who ever had a Henry since nobody knew what I was talking about. I can't believe I've found him again!! Nobody can replace my original worn Henry, but I'm so excited to have his clone back!!"
2,Henry has come home...,I had Henry back in the early 70's. I am forty now and still have my original. I bought a new one for my Dad who is ill because I knew he would get the significance. Henry got me through the insecurities I had as a child and I am hoping he does the same for my Dad as he battles terminal cancer.Thanks for making him again.
2,Charisma,"What it is about ""Henry Dog"". My daughter was 6 when we gave her Henry. Love is not the word. Obsession! A few years later my ex-wife decided he had to go. Under the guise of an ""incurable"" lice infection my ex-wife threw him out. Trauma followed. We bought a replacement which my daughter has safely on her closet shelf. He is thread bare. I found him online and was overwhelmed to read the reviews at Amazon.com. None had less than 5 stars. Each story told how this little guy had touched their lives. These Henry owners, both girls and boys, cherished him as if he had been a ""real"" dog. I guess to them, he is. Daddy had to buy his little (40 year old) daughter a new one. I got both the 14"" and 3"". I was on the phone when she opened the box..... Henry was home again. My granddaughter saw Henry got excited and wanted one also. She is 19 years old. This company should bottle ""Henry Dog`s"" charisma. Thanks for keeping him alive."
2,I found it! Henry Dog!,"I had two Henry Dogs. One I lost in a ride at Walt Disney World, the second to replace it. I have no idea where Henry got to. But now that I found ""him"", I will have my friend again. I had this toy from the time I was six years old, almost 40 years ago, and I think I'll be seeing him again around Christmas time. It's a sweeet toy and really good for children of *all* ages!"
2,A Contemporary Fairytale Sure to Delight!,"While this book is a take-off on the classic Snow White, it's a fairytale for grown ups with some class act characters and a rich and rewarding love story. I thoroughly enjoyed reading it, and look forward to more of Ms. Sinclair's works."
1,Not Patterns - but Detailed Sketches,"Although I was excited to purchase this book, my excitement didn't last when I looked at the sketches / pictures in the book. I call them pictures because that is what they truly are, not actual patterns. Norma Gregory's talent shows up well in her designs but due to their complicated rendering they are very difficult to transfer.This book is not for beginners - but more seasoned artisans.If you are looking for patterns, like I was, you will be disappointed in this book."
2,great gift,my brother in law was thrilled with the clarity and instructional commentswill be looking for more titles by her
1,Product didn't match the picture/description,"Unless they sent me the wrong product by mistake, the foot cushion picture and description does not match the item delivered. I was under the impression I would receive two (a pair) of water filled foot cushions that I could insert into my shoes. Instead I received ONE foot cushion, filled with another material (not water) that you attach to your foot via a toe strap. I was definately not happy with the item and sent it back for a refund. Luckily for me Amazon has a great return policy... they make returns very easy!"
1,Good for a laugh,"I heard about this book, so I wanted to read it to see if it was as funny and stupid (unintentionally) as I heard.I was not disappointed. Few things in life are free, and sex is defintely not among them.The perfect coda to this book is that the couple got divroced several years after publishing this book. You can't make this stuff up."
1,As Bad a Production as Possible,"This Broadway Theatre Archive production took one of the wittiest, most sparkling 18th-century comedies--and ruined it. The costumes are intentionally absurd (think Beach Blanket Babylon), the acting is way over-the-top-camp, and the incidental music could not be worse. The music, BTW, is a combination of pop Renaissance and pop modern; anything but 18th century. The director appears to have had the goal of showing that his company was just too hip and too modern to do anything but make fun of this silly, fusty old play.I like ""The School for Scandal"" very much, and not having found any other DVDs of it, I started out with the intention of keeping a recording of even a bad production. But when they got into the extended bop-be-bop of the drinking song scene, I knew I just couldn't ever sit through this one again.The visuals are also blurry, but with the production being so bad, so what? Anyone who actually likes this play will be revolted by this DVD."
1,Not professional quality,"I first tried buying this tape from a Marketplace seller. I sent it back because the tape quality was poor and the packaging looked unprofessional. After returning it I bought one from Amazon proper and . . . it was the same quality tape and the same packaging. Since I'm now sure this is not a bootleg tape, all I can say is . . . some videos are better than others."
1,three to four stars - depending...,"Classic drawing room comedy, period piece. Cleverly written in a time when the audience needed a bit of a nudge to figure out each character. Each person's name describes how you should feel about each! Charming idea from the 1700's. If you've never had a chance to see one of these comedies, take a look. This is a famous play and well done. Must see for theatre students."
1,"Good songs, bad cover.","This CD compilation set was purchased for me. I love the 80s, and they chose great songs. The songs are not performed by the original artists. Instead, they're poorly covered by ""the Starlite Singers""."
1,New Wave 80s,"I should have read the prior reviews of this record before buying it. Although it appears to be a collection of new wave singles from the 80s, these are just cover versions sung by the ""Starlite Singers"". The description of the record says that it is by ""various artists"" implying that they are by the original artists, but this is not true. Total garbage. The one bright spot is that I got a prompt refund when I returned it."
1,Don't Be Fooled!,"I bought this set last November and just now decided to listen to the CDs. Nowhere in the description on Amazon does it say not the original artists! In fact, it says various artists, which is deceiving because only one group performs all the songs. It leads one to believe original artists when it says various artists because it is, after all, a compilation of music by various artists! Duh! So, don't waste your money. I will probably throw these in the trash as I'm a purist and I want original, not wedding reception music!"
1,Buyers Beware!!!!!!!!!,"This is one of those cheesy compilations where they find session bands and similar sounding artists to sing the songs. These are NOT ORIGINAL SONGS BY THE ARTISTS. If you loved K-TEL CD's and don't care about hearing the artists originals, and don't care about cheap sounding synthesizers playing the music or that fact that some of the vocalists are pretty bad, then you might like this cd. But if you are a fan of the 80's and the amazing music it produced, then buy other collections and don't waste your money on this schlock!!!!"
2,Sony basic Hi8 Handycam Rocks!,Performance is outstanding. I had a previous Sony 8 mm Handycam which died and I replaced it with this camera so I could continue to playback my old 8 mm tapes. This camera performs faster and is simpler to use than my old Sony. It does everything I need and does it well... I got a great deal.
1,BEWARE!!,Bought this camera for Christmas. Had her open it first so she could film the nights party & NO TAPES ARE INCLUDED! Of course all stores are closed Christmas day so the thing is USELESS until the day after. Shame on Sony. How much would a tape included in the packace cost them ? Not included Battery chargers are ....
2,80's High Tech with Rock Emotion,"Although all of Mr Hines work is high quality, Waving Not Drowning (for me) is the highlight of the 3 A&M projects. The song ""Curious Kind"" is simply a masterpiece!The remastering is of the quality you have come to expect from one of Rock's greatest producers, song writers, and performers.GET IT!"
1,Never gets going,"This book never really seems to get going. There is too much time spent in the courtroom while basic questions about the crime and the suspect/defendant are left unasked.After 200 pages, I realized that this book wasn't going to pick up or reveal any crucial information to make sense out of things until the very end.As a result, the whole story rapped up very quickly in an unbelievable way and you are left wondering why no one could figure anything out earlier. Based on the ending, the detectives and attorneys appear rather incompetent.I did enjoy parts of the book, however, and I think the plot needs to be unfolded at a different rate (not so slow in the beginning and not so fast at the end). I am a McBain fan and think that some of his other books are better written."
2,"Now, The Rest of the Story","I knew there was something missing from the first book when I read it, because it didn't match what I heard her say years ago when she came to my church to speak. Now I know, the abuse was so difficult for her to talk about even when she wrote a book about it. Later, with the help of a trusted friend, she was able to tell the most difficult and abusive parts of her childhood experience. This what the second book is about. The most wonderful thing about Dorie, is that she is able to forgive her abusers and move on with her life. She is still able to have a successful and happy life, in spite of the horrendous abuse of her childhood. This is what so many women need to hear. With the Lord's help, it is possible!"
2,The baseball benchmark,"I didn't refer to Baseball America as such. It was Cardinals GM Walt Jocketty who said it. And who am I to contradict? The best columnists in the game, from Peter Gammons, Tracy Ringolsby and Jayson Stark, to detailed information in ALL of baseball, from the Major Leagues to Japan, stats, scores, and the best and most extensive resource on prospect information, there's not a single serious fan in all of baseball who deserves such a title if is not a Baseball America subscriber. You got to read it if you want to know the stars of tomorrow (being tomorrow 6 years or 2 months). Top 10 prospects from every team till its massive Top 100 list, Baseball America covers it all. I know, I have been subscribed for 2 years now, and I can't think of living without it!"
2,Perfect for the die-hard baseball fan,"I have read Baseball America off and on over the years and finally took the plunge and got a subscription. This is the best place to get coverage of the minors, college, and high school baseball so you know about the top prospects before others do."
1,"""Uh oh he's been using Brand X""","An embarassment. Steer clear of this one folks. Just when you thought these guys were the last real ""fusion"" types about...Since when did the last great secret of the fusion world start taking pointers from Joe Satriani and listening to old Al DiMeola pratice sessions? Where the hell is Phil when you need him, oh yes, Tarzan. The star is for the Bruford and Wilding/Bonus tracks, and well does one really want those?"
2,This was an intriguing book that influenced my destiny.,"I read ""Trouble on Titan"" around 1970, when the Apollo program was at its apex, and the human exploration of the Solar System seemed only a short step away. My review is based on old memories, but I can still remember a mining colony on Titan and jet craft using oxygen for fuel and burning Titan's methane atmosphere. We've learned much since this book was written, and Titan's atmosphere has less methane than we originally thought. However, this book was well written, and I am sure will intrigue my son as much as it intrigued his father, who is now working at NASA on the Cassini/Huygens mission to Saturn and Titan. This book has that old-style sci-fi flavor that made another world seem more like reality than fantasy. I think if you enjoyed the Lucky Starr and David Starr stories by Asimov, you will enjoy ""Trouble on Titan."""
2,Peek a Fun!,"We got these as a gift for our one year old. He loves them! He tries very hard to get all the little things out of the blocks - and obviously fails. He loves that some of them move, some of them jiggle, some of them make noise - its almost an adventure!The three year old also loves them because they incorporate the alphabet and he can easily identify the items inside: B - Banana, P - Penguin, U - Umbrella, Z - Zebra.Bonus - when the 1 y/o gets frustrated because he can't pry the items out of the block no matter how hard he tries, he usually flings them. The 3 y/o tends to use them to build walls or towers for the sole purpose of smashing another toy into them, or dropping them off high places. And I've stepped on two of them already. They seem to tolerate this treatment rather well."
2,Excellent product,"These Alphabet blocks are so beautiful they could be classed as works of art or collectors items. I have purchased two seys as gifts and will probably buy more,"
1,Great for Twins,"I purchased the Alphabet blocks for my twin daughters. They are just over 8 months old and they love them. This product is a great learning tool for them for years to come but for now it a great teething toy!!! I would recommend this to anyone, plus I love Fisher Price."
2,They're blocks - keep that in mind,"We got these after seeing the Incrediblocks in the FP Catalog.There are little to no pizazz to the blocks. Some have features where you can ""spin"" them (like the letter Q - Queen) or the W (watermelon seeds that rattle) - but most are just a ""look at me"" type of a block.With that in mind - yes I like the product. They're blocks. They're meant for stacking, knocking over and banging - which my son loves (he's had these since he was 6 months). They're better than the plain wooden blocks because they're textured, they have objects inside, letters - lots of opportunities to learn letters, colors, objects, descriptions, etc.For now he's stacking, banging and knocking over. It'll be around for a while until he's ready to learn more words, colors, objects, animals. This review isn't profound or eye openings because again - they're just blocks. Keep that in mind when making your purchasing decision. It will not make your child an overnight rocket scientist =)"
1,Would have expected better!,"I bought these for two reasons- blocks and educational letters. However, the letters are rubbing off. For the price I paid that was dissapointing. Other than that I love the concept and the objects inside are fun."
2,Cute gift for a little baby,"Although I felt it looked a bit chinsy, the mother had it on her wish list and was very happy to receive them."
2,Great Blocks,"My daughter loves her blocks. She will get them all out and look at each one until she finds her favorite. She likes to shake them and see what each one does. These are cute little blocks that have hours of imaginative playtime inside. They also have blunt corners, so no sharp edges like wood blocks for the safety of smaller children. The fact that they have the letters of the alphabet and a corresponding object inside makes them a great learning tool even for older tots. We have really enjoyed these and recommend them to our friends."
2,Awesume! BEST BLOCKS EVER!,"THIS TOY WAS OUR GRANDSON'S FAVORITE, SO I JUST HAD TO FIND IT AGAIN FOR OUR NEWEST GRANDCHILD. THANK GOODNESS FOR ONLINE SHOPPING."
2,keeps his attention,"My little boy is just getting interested in these blocks. They are too cute! He's learning to manipulate the block in his hands. The little things inside the blocks are adorable. Some spin, some twirl, some rock. A definate upgrade from the standard wooden blocks."
2,Great value.,This set incorporates a lot of the favorites from other sets packaged in an A to Z learning format. I have been leary of purchasing too many of these blocks for storage reasons so the zippered case is a great bonus. Definitely worth every penny.
2,Wonderful but not worth $80.,These are great blocks but they are definitely not worth the listed $79.99. They can be purchsed for about $20 many other places.
2,Worth the investment,"This is a great set of blocks. I researched different blocks for some time and found these to be the most durable, age and developmentally-appropriate, and highly-educational. $25 bucks may seem like a lot, but I think it is well worth it. I am very impressed with the quality.The size and shape of the blocks is just right. My son is 5-months old and he is able to hold the blocks perfectly in his little hands. PLUS, the blocks do not have sharp corners (like the wooden blocks also available on this site) that could hurt your little one (especially those of you with chewers!).One category that I rated this toy with only a 4 (instead of 5) is the ""fun"" factor. For younger babies that may not ""get it"" yet, this toy may not be as fun for them until they are a little bit older. My son is not yet able to fully comprehend that there are even toys inside the blocks, but then again he is only 5 months. Give him a couple of months and he'll really dig them!"
1,waste off money,"this is not waterproof.its GARBAGE where batteries go in broke,while trying to adj.DO NOT BUY.you turn the end to control it,that loosens the battery cover where water gets in so how is it waterproff?????"
2,California Exotics Waterproof Delights Blue Ballsy,"The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it."
1,small didn't work,"It is very small compared to what i thought it would be, but even so it didn't work when we got it"
2,Makes for fascinating reading.,"Whale naturalist and animal communicator Mary Getten goes beyond what other research has achieved in the way of whale study and communication processes: in 1991 she studied the J-Pod, a family of whales off Washington State. Her contention that they use direct telepathic communication between themselves and can do so with humans also makes for fascinating reading.Diane C. DonovanCalifornia Bookwatch"
2,Pretty Nifty!,"I purchased these for a Halloween party, and then...like a dummy, I forgot to put them up! Nevertheless, I did hold them up around the house in search of a good place to hang them. They're pretty big and look really cool. I'd say there's a little bit of educational value too, as you can teach your children about the actual pictures they're depicting. Even though I forgot to hang them up, I really liked these scene setters and I'll be using them next year!"
1,Yet another unsubstantiated case....,"While I believe in discrimination, I certainly can't believe what is in this book. It is an unsubstantiated smear campaign to rally the troups in higher ed to claw again for the preservation of academic freedom- a rally which falls flat."
1,Molly Myers,"Molly Myers, in her review of ""My Name is Rachel Corrie,"" describes the ISM as ""an organization dedicated to non-violence."" This is radical left-wing propaganda: ISM offices have regularly been used to hide terrorists and their weapons, ISM ""pacifists"" regularly throw rocks at IDF soldiers, and they're perfectly willing to use violence in order to sabotage the wall intended to keep ""innocent Palestinians"" from murdering Israelis.So please disregard Molly's reviews; they are biased in the extreme."
1,Gardening lawn book,Four pages of the book was missing. It just happened to be the formulas that my husband needed. Fortunately he was able to copy our friends book. But I will hesitate to buy another book like this again.
1,It's a knock off.,"The official Chrono Trigger OST has 3 discs. This version has some of the major tracks on it, the audio quality is good, but Caveat Emptor (buyer beware) this is a Chinese knock-off.Oh and if you buy the 3 disc version, make sure the cover does not have a green and red logo reading ""FX"", for this is also a counterfeit. The serial numbers on the real soundtrack CDs are PSCN-5021, PSCN-5022, and PSCN-5023."
1,Just a few.,"These are the handful of tracks we hear over and over again. It's far from complete though.Missing such memorable tracks as ""sealed Door"", ""wings across time"" or ""At the Bottom of the Night"".It doesn't have a single battle theme accept the final boss.Hell this doesn't even have Lucca's theme and she's on the cover!Had I seen a track-list beforehand I wouldn't have bought this.I blame my self for not being more curious of the number of CD's.I'm sorry I paid $35 dollars American for this travesty, may Lavos have mercy on my soul.Save your selves(and your money) while you still can!"
